from_totally_fake_account,Alcohol,Bar/Pub,Books,Children,Clothing,Coffee Shop,Eating Out,Electronics,Entertainment,Exercise,High Street,Home,Pet,Supermarket,total_spending
1631.0,19.99,3613.59,15.0,0.0,84.0,2425.37,2679.98,0.0,4.0,94.0,2220.0,88.0,0.0,1117.1200000000001,12361.050000000001
1634.0,10.0,3917.07,30.0,0.0,2663.0,46.9,1559.51,0.0,431.88,89.0,60.0,745.0,0.0,3909.66,13462.019999999999
1639.0,58.98,3909.28,942.0,111.0,123.0,154.54,1605.1499999999999,476.0,561.88,0.0,102.63,0.0,0.0,5967.19,14011.65
1642.0,24.99,4146.24,543.0,0.0,55.0,2242.99,1360.91,0.0,109.0,0.0,60.0,72.0,389.0,1957.19,10960.32
1644.0,54.98,3680.49,22.0,0.0,70.0,2098.66,1707.46,0.0,0.0,0.0,543.82,96.0,0.0,1086.92,9360.33
1661.0,9.0,4515.3,40.0,0.0,2670.0,82.6,1689.8700000000001,0.0,469.0,0.0,0.0,2001.0,0.0,4357.16,15833.93
1675.0,36.989999999999995,3696.03,252.0,1655.0,1245.0,662.93,1593.97,1225.0,500.0,0.0,77.19,637.0,0.0,1576.48,13157.59
1689.0,154.95999999999998,4464.9,20.0,182.0,111.0,917.52,2820.51,0.0,66.0,1308.0,525.55,0.0,15.0,1421.05,12006.489999999998
1697.0,29.99,4869.67,45.0,94.0,111.0,2094.27,1912.89,0.0,405.88,112.0,16.82,86.0,217.0,1281.8,11276.319999999998
1703.0,58.980000000000004,4774.18,5.0,1666.0,33.0,2363.85,2371.48,0.0,528.0,0.0,524.18,81.0,15.0,4574.16,16994.83
1715.0,84.98,3960.95,12.0,129.0,0.0,607.61,1696.98,0.0,537.0,0.0,2982.86,0.0,0.0,1212.3,11223.68
1717.0,21.0,3917.94,0.0,96.0,0.0,629.79,1580.35,0.0,560.0,0.0,28.45,0.0,0.0,4311.7,11145.23
1718.0,0.0,4198.96,52.0,186.0,0.0,271.25,2978.7,1767.0,60.0,0.0,65.0,110.0,20.0,2997.24,12706.15
1730.0,49.99,3028.99,613.0,108.0,101.0,2096.55,1542.1,0.0,343.88,0.0,2464.6,117.0,0.0,1210.23,11675.339999999998
1736.0,9.0,3490.86,40.0,2317.0,152.0,521.4,1449.21,459.0,343.88,0.0,2518.97,0.0,30.0,1149.84,12481.16
1757.0,58.99,3788.18,17.0,1737.0,0.0,76.93,1768.51,0.0,590.0,0.0,98.36,0.0,0.0,5703.89,13838.86
1784.0,19.99,4432.91,29.0,2076.0,0.0,180.0,1766.47,0.0,87.0,0.0,2209.25,0.0,0.0,1273.64,12074.259999999998
1786.0,0.0,4006.87,45.0,0.0,40.0,906.22,2813.47,267.0,0.0,0.0,2490.53,0.0,60.0,1167.48,11796.57
1793.0,108.97,4180.58,556.0,92.0,0.0,625.23,1534.79,1824.0,438.0,0.0,2422.98,35.0,269.0,1199.32,13285.869999999999
1799.0,18.990000000000002,5007.69,43.0,1587.0,1616.0,72.13,1839.67,0.0,316.88,975.0,439.9,1754.0,0.0,4025.2,17695.46
1800.0,49.99,3824.11,0.0,83.0,80.0,518.39,1669.84,0.0,50.0,0.0,72.64,0.0,0.0,773.69,7121.66
1808.0,94.97999999999999,4178.47,631.0,87.0,90.0,1975.62,1744.63,0.0,403.88,0.0,107.53999999999999,155.0,0.0,3994.76,13462.880000000001
1815.0,22.0,4283.74,15.0,98.0,0.0,524.91,1345.52,0.0,778.0,0.0,23.18,27.0,70.0,6298.77,13486.12
1823.0,8.99,5423.86,428.0,1795.0,717.0,2170.59,1562.45,0.0,31.0,0.0,13.18,0.0,0.0,1677.53,13827.6
1827.0,81.98,4417.08,405.0,1824.0,1467.0,526.87,1628.38,0.0,325.88,71.0,11.0,544.0,0.0,4427.13,15729.32
1828.0,66.97,4272.74,416.0,1661.0,425.0,694.78,1898.53,456.0,124.0,0.0,605.73,89.0,0.0,574.0699999999999,11283.82
1835.0,108.97,3087.0,47.0,37.0,41.0,561.89,2500.37,1677.0,181.0,0.0,547.46,138.0,0.0,314.01,9240.699999999999
1838.0,53.97,3552.7,12.0,1149.0,99.0,494.05,1328.31,0.0,918.88,0.0,2855.64,146.0,0.0,1241.9,11851.45
1908.0,19.99,3905.24,0.0,1832.0,2645.0,46.3,1258.44,0.0,396.88,0.0,8.18,1327.0,0.0,6883.01,18322.04
1910.0,49.99,4347.7,541.0,1384.0,2117.0,2178.33,1754.65,444.0,105.0,0.0,185.64,1344.0,0.0,458.76,14910.069999999998
1931.0,104.97999999999999,3626.5299999999997,15.0,0.0,455.0,2150.46,1383.19,471.0,521.0,0.0,635.92,0.0,0.0,4058.59,13421.67
1990.0,99.97999999999999,4605.59,846.0,1642.0,0.0,448.98999999999995,2008.7,0.0,54.0,0.0,500.0,0.0,0.0,3798.4900000000002,14003.75
2004.0,74.99,3666.02,346.0,161.0,113.0,69.5,1552.74,0.0,375.88,0.0,31.64,188.0,75.0,5328.18,11981.95
2019.0,49.98,3462.15,457.0,0.0,258.0,562.6899999999999,1964.08,0.0,52.0,90.0,47.36,151.0,0.0,4402.93,11497.189999999999
2029.0,99.97,3656.19,549.0,1491.0,40.0,506.1,1778.42,0.0,4.0,0.0,1861.95,0.0,0.0,1227.42,11214.050000000001
2030.0,49.99,4270.74,8.0,102.0,212.0,764.55,2671.68,0.0,344.88,0.0,3037.77,230.0,0.0,1082.52,12774.13
2035.0,59.99,3414.56,295.0,1826.0,0.0,890.83,2592.51,0.0,145.0,0.0,387.0,0.0,0.0,806.92,10417.81
2044.0,49.98,4033.58,0.0,182.0,186.0,561.22,1693.91,0.0,329.88,0.0,0.0,45.0,0.0,1156.99,8238.56
2069.0,174.96999999999997,3748.57,5.0,0.0,257.0,117.78,1180.53,0.0,261.0,1405.0,3297.21,87.0,0.0,909.64,11443.699999999999
2071.0,83.99,3324.0,326.0,0.0,184.0,1986.6399999999999,2618.59,0.0,474.88,95.0,0.0,680.0,0.0,3241.81,13014.909999999998
2076.0,29.99,5206.72,8.0,160.0,2600.0,2113.2599999999998,1783.91,0.0,377.88,0.0,504.55,1128.0,60.0,5312.99,19285.299999999996
2090.0,79.99000000000001,4076.57,0.0,1537.0,443.0,81.94,1649.16,0.0,814.88,45.0,42.0,0.0,0.0,1493.7,10263.24
2097.0,138.97,4499.27,526.0,165.0,344.0,718.81,1746.95,0.0,840.88,0.0,35.45,471.0,0.0,3273.36,12759.690000000002
2100.0,53.97,4148.04,0.0,1983.0,105.0,2074.08,1563.86,0.0,407.88,104.0,0.0,44.0,0.0,6416.41,16900.239999999998
2108.0,24.99,3605.35,28.0,22.0,2329.0,1987.0,1869.27,260.0,4.0,1082.0,282.64,1323.0,15.0,3978.67,16810.92
2116.0,68.98,3720.22,0.0,0.0,0.0,2200.86,1754.49,0.0,325.88,0.0,16.0,143.0,17.0,811.66,9058.09
2126.0,27.990000000000002,4375.42,20.0,197.0,417.0,737.59,1617.39,0.0,334.88,909.0,21.36,0.0,0.0,1210.51,9868.140000000001
2137.0,136.97,4206.48,520.0,145.0,0.0,2050.41,1882.77,677.0,293.88,0.0,103.19,0.0,0.0,828.3,10843.999999999998
2152.0,58.97,3312.5,12.0,1891.0,86.0,2147.2,2457.63,0.0,0.0,117.0,50.0,0.0,20.0,2328.05,12480.349999999999
2171.0,18.990000000000002,4344.92,423.0,95.0,0.0,572.23,1525.22,0.0,260.0,0.0,126.36,0.0,381.0,5672.06,13418.779999999999
2182.0,48.97,3507.22,442.0,0.0,0.0,572.46,1459.28,0.0,1053.88,165.0,606.45,0.0,5.0,1395.99,9256.25
2211.0,29.99,4961.87,15.0,114.0,2221.0,558.76,1714.57,0.0,468.88,0.0,406.45,1989.0,40.0,2559.09,15078.61
2213.0,61.98,4774.97,10.0,2102.0,117.0,324.24,2421.23,0.0,127.0,0.0,80.0,63.0,30.0,3987.34,14098.76
2214.0,74.99,3915.45,10.0,1682.0,503.0,526.84,1745.98,0.0,466.88,1216.0,2429.92,433.0,0.0,1299.2,14303.26
2236.0,49.99,5340.3,476.0,56.0,174.0,623.06,1824.6,0.0,534.88,0.0,551.82,69.0,0.0,3837.28,13536.93
2249.0,88.97999999999999,4200.73,20.0,1525.0,329.0,682.86,1692.01,0.0,15.0,1181.0,267.0,0.0,0.0,1206.95,11208.529999999999
2258.0,0.0,4187.31,0.0,86.0,2278.0,157.24,1776.04,0.0,387.88,75.0,2155.53,1839.0,0.0,1237.67,14179.67
2260.0,98.98,3925.56,432.0,77.0,292.0,875.35,2789.32,0.0,22.0,68.0,72.45,0.0,0.0,884.6700000000001,9537.330000000002
2274.0,136.98,4842.25,473.0,76.0,1546.0,2076.2,1521.65,0.0,32.0,0.0,2795.43,1307.0,0.0,1195.42,16001.93
2288.0,63.97,4849.37,55.0,250.0,0.0,686.23,1585.09,244.0,274.0,0.0,336.0,116.0,0.0,671.04,9130.7
2294.0,169.95,4419.35,12.0,0.0,0.0,1937.35,1615.01,1121.0,71.0,56.0,2258.46,0.0,0.0,1152.93,12813.05
2306.0,39.989999999999995,4006.24,0.0,156.0,0.0,524.84,1527.4,0.0,339.88,0.0,21.36,598.0,317.0,4426.91,11957.619999999999
2308.0,58.989999999999995,4385.47,465.0,1455.0,1986.0,697.05,1884.64,396.0,44.0,0.0,1977.34,1692.0,0.0,1442.4,16483.89
2315.0,86.97,5198.06,684.0,156.0,118.0,800.74,2693.0099999999998,0.0,416.88,0.0,128.09,79.0,165.0,5350.05,15875.8
2331.0,88.97,9272.34,37.0,233.0,0.0,2071.12,1784.07,0.0,204.0,0.0,2465.1,0.0,20.0,1113.46,17289.06
2369.0,20.0,4077.14,439.0,38.0,2104.0,578.31,1524.2,0.0,556.0,0.0,21.82,1062.0,0.0,3739.9,14160.369999999999
2387.0,93.97,4662.77,15.0,118.0,3101.0,631.86,1841.84,0.0,98.0,0.0,135.73000000000002,1240.0,0.0,1321.28,13259.45
2390.0,28.99,4675.51,5.0,2049.0,418.0,2138.8,1932.3,214.0,34.0,1046.0,2817.53,12.0,0.0,1173.5,16544.629999999997
2430.0,0.0,3499.05,2.0,73.0,413.0,2004.74,2013.78,0.0,704.0,690.0,65.0,59.0,0.0,5599.75,15123.32
2440.0,54.98,4354.55,0.0,233.0,0.0,313.33,2340.59,0.0,37.0,0.0,0.0,240.0,471.0,1723.88,9768.33
2446.0,0.0,4624.41,20.0,89.0,67.0,170.43,1549.18,266.0,467.88,0.0,586.08,496.0,0.0,982.84,9318.82
2486.0,49.99,3495.6,10.0,0.0,111.0,506.9,1632.12,0.0,42.0,0.0,2377.86,0.0,0.0,1186.15,9411.619999999999
2487.0,83.97999999999999,3897.63,10.0,1917.0,270.0,119.94,1628.98,0.0,297.88,0.0,2268.3,687.0,0.0,1170.21,12350.919999999998
2493.0,0.0,3814.85,0.0,0.0,0.0,511.0,1706.15,0.0,43.0,100.0,2846.11,352.0,0.0,1011.06,10384.17
2518.0,104.97999999999999,5349.19,40.0,133.0,1149.0,2111.18,1878.77,0.0,503.0,0.0,2670.19,1023.0,0.0,1094.88,16057.189999999999
2528.0,9.0,3249.3,12.0,2237.0,2313.0,459.40999999999997,1514.44,0.0,450.0,0.0,28.0,1246.0,0.0,978.11,12496.260000000002
2538.0,44.98,3646.27,20.0,86.0,291.0,509.55,1678.29,1803.0,706.88,1095.0,0.0,0.0,20.0,5766.83,15667.8
2574.0,0.0,3555.56,477.0,133.0,45.0,819.7,2477.2,877.0,894.88,0.0,2525.04,30.0,0.0,1254.24,13088.619999999997
2580.0,0.0,3520.64,491.0,67.0,2231.0,2003.21,1915.61,0.0,79.0,91.0,63.18,1025.0,0.0,2834.1,14320.74
2585.0,0.0,4355.04,9.0,0.0,2182.0,568.79,1545.59,84.0,336.88,96.0,139.27,698.0,0.0,2872.46,12887.029999999999
2632.0,149.98,3303.92,42.0,0.0,1070.0,2044.68,1489.34,0.0,68.0,0.0,67.73,921.0,0.0,1691.46,10848.11
2641.0,0.0,4584.45,0.0,126.0,214.0,2194.12,1663.33,0.0,438.88,86.0,620.64,104.0,408.0,5011.47,15450.89
2647.0,294.95,5031.45,45.0,216.0,70.0,1987.24,1506.57,0.0,80.0,82.0,27.0,44.0,490.0,3884.43,13758.64
2663.0,28.99,4328.88,25.0,1302.0,198.0,2035.95,1656.21,0.0,451.88,0.0,0.0,0.0,0.0,6542.610000000001,16569.519999999997
2666.0,58.980000000000004,4596.85,12.0,72.0,0.0,630.61,1867.81,64.0,85.0,0.0,480.18,35.0,0.0,6756.1900000000005,14658.62
2677.0,152.97,4471.46,12.0,0.0,138.0,647.78,1724.12,0.0,366.88,187.0,59.45,137.0,0.0,6207.6,14104.26
2710.0,12.0,2823.89,0.0,0.0,358.0,68.12,1646.21,0.0,140.0,113.0,105.0,68.0,2.0,5657.41,10993.63
2711.0,219.95999999999998,3964.91,10.0,287.0,1920.0,2146.98,1748.12,0.0,53.0,110.0,36.0,875.0,30.0,1101.06,12502.03
2719.0,179.96999999999997,4532.77,15.0,89.0,703.0,646.07,1878.04,0.0,393.88,0.0,27.0,245.0,0.0,5751.2300000000005,14460.96
2760.0,12.0,5296.34,15.0,43.0,166.0,773.4,2470.23,1104.0,694.0,0.0,582.27,153.0,0.0,1342.81,12652.05
2767.0,18.990000000000002,3562.24,25.0,15.0,164.0,2148.73,1413.89,0.0,131.0,63.0,60.45,262.0,323.0,1757.05,9944.349999999999
2771.0,132.95,4859.51,20.0,212.0,2127.0,2266.13,2285.14,650.0,925.88,0.0,361.17,1745.0,0.0,1985.32,17570.1
2778.0,104.96,4255.6,15.0,83.0,2310.0,2148.67,1712.19,0.0,68.0,58.0,74.73,1263.0,0.0,5911.82,18004.97
2779.0,131.96,3496.68,10.0,1509.0,0.0,1995.52,1473.21,0.0,77.0,32.0,82.09,180.0,24.0,5315.02,14326.48
2795.0,28.979999999999997,4125.25,20.0,1602.0,41.0,691.81,2742.89,0.0,1157.88,0.0,483.09000000000003,274.0,0.0,5832.01,16998.909999999996
2817.0,58.97,4387.78,0.0,0.0,365.0,2002.01,1775.31,0.0,476.88,0.0,2622.75,0.0,0.0,973.07,12661.769999999999
2838.0,148.97,4048.84,2.0,194.0,2417.0,108.84,1325.86,0.0,14.0,0.0,122.0,1154.0,329.0,906.31,10770.82
2844.0,20.0,3138.6,2.0,1377.0,451.0,27.95,1521.36,0.0,188.0,0.0,65.0,9.0,30.0,2897.32,9727.23
2852.0,74.99,4314.16,20.0,96.0,1759.0,540.93,1236.89,0.0,843.88,101.0,2338.93,1314.0,0.0,1110.29,13750.07
2854.0,24.99,5201.81,2.0,109.0,0.0,540.1,1776.95,0.0,102.0,0.0,572.36,81.0,0.0,5834.87,14245.080000000002
2858.0,0.0,5297.09,32.0,0.0,605.0,609.86,1520.12,33.0,20.0,187.0,2089.7,145.0,10.0,1152.96,11701.73
2862.0,84.98,4719.19,85.0,465.0,0.0,2315.43,2566.82,0.0,0.0,0.0,502.55,0.0,0.0,3129.54,13868.509999999998
2876.0,61.98,3418.41,8.0,0.0,177.0,509.63,1447.88,402.0,980.88,96.0,2379.85,525.0,20.0,1206.59,11233.22
2881.0,109.97,4613.86,25.0,35.0,56.0,531.42,1555.24,156.0,1100.88,0.0,60.0,0.0,0.0,4787.35,13030.72
2888.0,38.98,4475.57,0.0,127.0,259.0,40.31,1531.3700000000001,0.0,0.0,0.0,60.0,322.0,0.0,3779.71,10633.939999999999
2895.0,49.99,4580.86,1040.0,83.0,1715.0,554.22,2286.59,0.0,666.88,33.0,0.0,498.0,35.0,1490.35,13032.89
2910.0,28.99,5354.67,0.0,257.0,1958.0,838.26,2863.92,0.0,259.0,0.0,95.0,1346.0,0.0,5084.04,18084.88
2984.0,59.99,2993.16,636.0,137.0,96.0,644.58,1662.83,0.0,411.88,0.0,2520.04,0.0,0.0,1340.93,10502.41
2987.0,17.98,4436.61,570.0,180.0,1006.0,830.08,2902.04,0.0,94.0,0.0,92.37,1257.0,0.0,790.54,12176.619999999999
2997.0,12.0,4111.6,422.0,160.0,195.0,581.17,1596.13,0.0,549.0,0.0,96.0,111.0,0.0,3852.76,11686.66
3017.0,29.99,7197.33,33.0,218.0,455.0,649.17,1702.15,0.0,821.88,0.0,76.27000000000001,0.0,0.0,5833.0,17015.79
3045.0,58.980000000000004,3694.91,20.0,1215.0,2179.0,121.48,1479.78,0.0,415.88,0.0,36.82,846.0,0.0,3755.13,13822.98
3048.0,0.0,3799.45,40.0,163.0,1633.0,800.77,2197.26,0.0,484.0,1251.0,137.0,1615.0,0.0,6073.8,18194.28
3070.0,49.99,3509.67,0.0,31.0,480.0,563.46,1386.27,1176.0,433.0,0.0,59.09,164.0,0.0,5581.4800000000005,13433.96
3083.0,20.990000000000002,3745.72,0.0,91.0,351.0,516.27,1412.07,0.0,426.88,0.0,114.53999999999999,0.0,0.0,1638.16,8316.63
3093.0,0.0,3274.95,411.0,1993.0,279.0,640.28,1450.74,355.0,341.88,0.0,14.0,80.0,10.0,3084.83,11934.679999999998
3102.0,48.98,3393.49,508.0,35.0,189.0,241.4,3098.87,0.0,38.0,0.0,484.0,195.0,15.0,3219.06,11465.799999999997
3107.0,69.97999999999999,4821.95,446.0,43.0,181.0,633.6899999999999,1569.66,0.0,775.88,0.0,28.18,0.0,60.0,5318.88,13948.219999999998
3109.0,10.0,2780.0,307.0,0.0,167.0,660.43,2255.28,0.0,739.0,1054.0,60.0,27.0,30.0,2135.79,10225.5
3142.0,99.97999999999999,3824.53,8.0,0.0,96.0,808.62,2590.48,0.0,0.0,0.0,60.0,0.0,0.0,1601.88,9089.490000000002
3143.0,77.97,4504.43,32.0,0.0,167.0,2245.55,2787.83,0.0,79.0,0.0,2689.62,129.0,445.0,1141.73,14299.130000000001
3145.0,41.989999999999995,3711.23,0.0,2006.0,1947.0,531.6899999999999,1577.98,0.0,727.88,0.0,23.0,980.0,15.0,2236.66,13798.429999999998
3158.0,111.97,4769.65,529.0,59.0,336.0,560.08,1413.72,0.0,24.0,0.0,2165.94,83.0,0.0,1194.25,11246.61
3217.0,38.989999999999995,3728.56,30.0,0.0,2506.0,813.7,2384.84,0.0,27.0,0.0,376.0,892.0,0.0,836.89,11633.98
3226.0,53.97,4150.86,5.0,0.0,1944.0,2258.4,3057.5,0.0,0.0,0.0,80.0,856.0,0.0,2455.52,14861.25
3237.0,34.989999999999995,4980.37,0.0,335.0,466.0,908.01,2341.3,0.0,40.0,1358.0,511.0,188.0,0.0,5798.43,16961.1
3241.0,0.0,4120.4,5.0,1024.0,109.0,754.28,2495.83,0.0,609.88,0.0,40.0,330.0,0.0,5346.57,14834.959999999997
3252.0,38.989999999999995,5132.67,45.0,76.0,202.0,177.18,2046.66,0.0,229.0,0.0,117.36,143.0,0.0,5371.46,13579.32
3269.0,63.97,4592.96,20.0,0.0,0.0,2085.31,1849.51,0.0,585.0,0.0,43.0,0.0,30.0,1222.72,10492.47
3285.0,74.99,3182.0,400.0,73.0,127.0,21.0,1832.45,347.0,693.88,0.0,564.37,355.0,423.0,5221.89,13315.58
3287.0,99.97,3856.5,567.0,1696.0,1894.0,608.84,2271.23,0.0,394.88,0.0,60.81,708.0,0.0,3775.77,15932.999999999998
3291.0,10.0,3867.49,14.0,1527.0,1897.0,102.09,1435.41,0.0,552.88,0.0,95.0,1494.0,0.0,3258.33,14253.199999999999
3296.0,0.0,4214.1,0.0,1988.0,55.0,1938.3,1382.65,0.0,399.88,0.0,2208.33,121.0,0.0,1293.05,13600.309999999998
3317.0,0.0,4852.85,25.0,0.0,0.0,2094.0,1760.52,1434.0,149.0,0.0,0.0,71.0,0.0,621.59,11007.960000000001
3329.0,74.98,4200.62,0.0,1264.0,0.0,574.56,1654.53,0.0,910.88,224.0,458.0,0.0,15.0,4066.17,13442.74
