Sender_Account_Num,rfm_score,importance_flag
6650,413,High
6651,413,High
6653,443,High
6677,442,High
6679,424,High
6692,412,Mid
6754,423,High
6782,432,High
6809,411,Mid
6829,432,High
6842,431,High
6874,423,High
6889,413,High
6892,434,High
6900,412,Mid
6919,431,High
6920,413,High
6922,421,High
6924,421,High
6935,434,High
6947,432,High
6957,423,High
7002,443,High
7014,443,High
7018,423,High
7020,443,High
7025,422,High
7039,434,High
7041,444,High
7058,444,High
7059,444,High
7072,444,High
7073,433,High
7088,443,High
7104,431,High
7120,432,High
7129,422,High
7134,433,High
7143,411,Mid
7150,421,High
7170,432,High
7192,442,High
7201,421,High
7214,414,High
7224,422,High
7234,441,High
7235,443,High
7239,411,Mid
7246,434,High
7248,441,High
7257,434,High
7269,412,Mid
7272,412,Mid
7292,422,High
7293,411,Mid
7296,411,Mid
7300,443,High
7301,442,High
7310,441,High
7312,432,High
7317,413,High
7318,423,High
7330,443,High
7337,423,High
7369,433,High
7373,433,High
7389,432,High
7395,443,High
7396,433,High
7417,422,High
7421,422,High
7446,433,High
7453,444,High
7472,443,High
7475,442,High
7485,434,High
7534,423,High
7538,433,High
7550,444,High
7572,432,High
7582,424,High
7601,413,High
7623,414,High
7637,413,High
7659,433,High
7664,421,High
7672,421,High
7680,322,Mid
7686,413,High
7690,434,High
7692,412,Mid
7694,444,High
7746,434,High
7783,422,High
7791,234,Low
7809,423,High
7810,434,High
7831,443,High
7843,412,Mid
7851,442,High
7853,433,High
7857,424,High
7875,311,Mid
7877,443,High
7909,413,High
7949,424,High
7964,442,High
7970,423,High
7979,444,High
7984,431,High
8001,444,High
8024,434,High
8031,421,High
8058,441,High
8059,433,High
8065,434,High
8089,412,Mid
8094,432,High
8097,433,High
8109,214,Low
8135,412,Mid
8143,434,High
8144,422,High
8164,443,High
8166,423,High
8179,411,Mid
8194,433,High
8197,423,High
8203,423,High
8221,411,Mid
8232,432,High
8236,214,Low
8250,312,Mid
8253,421,High
8260,424,High
8266,412,Mid
8267,442,High
8268,421,High
8294,414,High
8295,411,Mid
8296,414,High
8306,421,High
8307,423,High
8327,432,High
8328,421,High
8331,444,High
8334,443,High
8377,444,High
8381,421,High
8386,411,Mid
8387,431,High
8418,423,High
8431,412,Mid
8438,432,High
8472,422,High
8473,442,High
8474,424,High
8487,424,High
8506,444,High
8507,434,High
8518,213,Low
8556,431,High
8565,421,High
8568,313,Mid
8572,324,Mid
8583,413,High
8603,421,High
8607,434,High
8625,411,Mid
8633,443,High
8655,432,High
8661,434,High
8668,424,High
8682,442,High
8691,432,High
8718,321,Mid
8741,411,Mid
8744,411,Mid
8801,433,High
8815,431,High
8864,434,High
8880,421,High
8882,434,High
8906,433,High
8907,423,High
8919,434,High
8943,421,High
8947,433,High
8968,431,High
8982,422,High
8994,422,High
9022,432,High
9029,423,High
9030,422,High
9041,443,High
9048,444,High
9075,423,High
9076,412,Mid
9088,432,High
9120,433,High
9133,434,High
9141,424,High
9150,411,Mid
9162,424,High
9172,431,High
9173,422,High
9186,442,High
9189,432,High
9204,423,High
9218,432,High
9225,433,High
9239,421,High
9250,411,Mid
9255,433,High
9256,421,High
9262,412,Mid
9267,432,High
9300,433,High
9303,434,High
9323,413,High
9333,411,Mid
9337,213,Low
9341,412,Mid
9347,442,High
9360,443,High
9381,443,High
9399,443,High
9407,422,High
9453,432,High
9460,413,High
9474,444,High
9479,422,High
9480,443,High
9499,431,High
9508,443,High
9518,423,High
9579,443,High
9580,411,Mid
9600,441,High
9642,424,High
9660,413,High
9678,414,High
9685,422,High
9687,432,High
9691,432,High
9724,441,High
9740,444,High
9756,413,High
9820,444,High
9869,444,High
9874,431,High
9880,431,High
9894,411,Mid
9900,423,High
9916,441,High
9925,432,High
9928,311,Mid
9936,421,High
9944,412,Mid
9951,413,High
9983,443,High
10000,212,Low
10004,442,High
10021,431,High
10062,411,Mid
10078,423,High
10092,424,High
10099,434,High
10126,434,High
10130,424,High
10134,433,High
10141,444,High
10145,442,High
10147,214,Low
10156,422,High
10179,442,High
10180,312,Mid
10209,424,High
10215,423,High
10253,442,High
10254,411,Mid
10259,443,High
10280,411,Mid
10300,423,High
10314,423,High
10320,421,High
10356,441,High
10371,443,High
10386,411,Mid
10402,432,High
10410,424,High
10432,412,Mid
10442,411,Mid
10451,424,High
10454,423,High
10464,411,Mid
10479,423,High
10485,442,High
10514,442,High
10520,431,High
10521,412,Mid
10538,442,High
10572,421,High
10581,443,High
10586,311,Mid
10592,421,High
10605,214,Low
10606,412,Mid
10634,422,High
10636,432,High
10641,434,High
10659,434,High
10693,411,Mid
10695,444,High
10696,433,High
10709,441,High
10716,411,Mid
10740,413,High
10743,424,High
10765,414,High
10794,433,High
10813,443,High
10819,431,High
10826,442,High
10855,424,High
10866,442,High
10913,433,High
10937,444,High
10944,423,High
10963,432,High
10983,434,High
11008,412,Mid
11012,434,High
11039,421,High
11054,431,High
11056,431,High
11057,431,High
11096,441,High
11099,321,Mid
11100,424,High
11105,444,High
11111,431,High
11120,443,High
11124,432,High
11133,413,High
11137,433,High
11143,442,High
11145,421,High
11163,412,Mid
11167,432,High
11171,442,High
11177,444,High
11182,443,High
11183,424,High
11197,411,Mid
11202,441,High
11211,422,High
11213,421,High
11232,442,High
11237,411,Mid
11239,443,High
11252,444,High
11256,422,High
11303,432,High
11314,444,High
11343,322,Mid
11347,432,High
11370,411,Mid
11379,434,High
11382,311,Mid
11401,422,High
11405,444,High
11417,312,Mid
11420,411,Mid
11421,421,High
11426,434,High
11448,442,High
11451,434,High
11454,443,High
11460,432,High
11466,422,High
11475,444,High
11494,431,High
11505,444,High
11550,441,High
11559,433,High
11563,432,High
11568,431,High
11570,412,Mid
11577,432,High
11613,444,High
11619,422,High
11620,424,High
11628,444,High
11630,423,High
11636,411,Mid
11648,432,High
11662,433,High
11673,414,High
11680,221,Low
11683,212,Low
11694,414,High
11729,434,High
11734,413,High
11742,413,High
11755,422,High
11756,444,High
11762,442,High
11765,431,High
11786,431,High
11813,411,Mid
11821,443,High
11822,414,High
11823,431,High
11827,444,High
11872,414,High
11907,433,High
11921,432,High
11926,434,High
11961,213,Low
11964,422,High
11965,424,High
11971,423,High
11976,444,High
11988,431,High
12001,423,High
12006,411,Mid
12026,311,Mid
12035,443,High
12048,424,High
12060,443,High
12069,423,High
12095,421,High
12101,433,High
12122,211,Low
12127,422,High
12144,412,Mid
12148,432,High
12154,423,High
12164,434,High
12179,414,High
12182,421,High
12184,421,High
12190,434,High
12197,434,High
12202,424,High
12229,421,High
12259,441,High
12290,422,High
12316,432,High
12329,423,High
12351,413,High
12356,433,High
12359,423,High
12378,441,High
12384,433,High
12387,442,High
12391,422,High
12396,411,Mid
12403,434,High
12407,442,High
12424,413,High
12435,443,High
12443,421,High
12470,434,High
12478,422,High
12501,433,High
12520,413,High
12525,424,High
12542,442,High
12563,433,High
12568,424,High
12585,433,High
12630,434,High
12649,443,High
12650,413,High
12652,444,High
12658,412,Mid
12665,444,High
12673,432,High
12695,414,High
12699,423,High
12709,434,High
12728,414,High
12733,441,High
12738,234,Low
12774,444,High
12781,421,High
12782,434,High
12800,421,High
12818,433,High
12831,434,High
12903,444,High
12913,442,High
12929,411,Mid
12935,424,High
12964,413,High
12971,443,High
12988,433,High
12993,422,High
13001,431,High
13019,411,Mid
13023,311,Mid
13047,421,High
13054,333,Mid
13055,313,Mid
13069,443,High
13072,433,High
13100,443,High
13133,411,Mid
13148,442,High
13152,442,High
13165,414,High
13174,422,High
13205,433,High
13219,443,High
13225,411,Mid
13226,411,Mid
13243,431,High
13246,413,High
13252,443,High
13270,412,Mid
13273,432,High
13278,424,High
13299,411,Mid
13311,442,High
13344,434,High
13372,412,Mid
13375,442,High
13384,433,High
13392,434,High
13429,412,Mid
13453,411,Mid
13485,412,Mid
13502,442,High
13508,412,Mid
13536,413,High
13611,434,High
13613,434,High
13633,442,High
13677,434,High
13690,322,Mid
13724,414,High
13738,412,Mid
13778,422,High
13798,442,High
13808,444,High
13822,321,Mid
13824,211,Low
13865,431,High
13881,442,High
13886,422,High
13903,412,Mid
13904,431,High
13927,421,High
13944,432,High
13977,422,High
13991,423,High
13993,411,Mid
14032,431,High
14036,414,High
14040,442,High
14069,443,High
14073,424,High
14074,411,Mid
14084,412,Mid
14097,411,Mid
14101,432,High
14124,434,High
14135,431,High
14139,433,High
14147,432,High
14154,421,High
14160,444,High
14167,423,High
14179,421,High
14190,431,High
14202,433,High
14214,444,High
14243,412,Mid
14270,413,High
14272,442,High
14277,444,High
14289,444,High
14326,414,High
14345,424,High
14358,433,High
14360,422,High
14362,411,Mid
14372,421,High
14388,411,Mid
14420,442,High
14424,434,High
14426,431,High
14446,411,Mid
14448,322,Mid
14452,413,High
14458,432,High
14460,441,High
14467,442,High
14468,413,High
14496,423,High
14500,411,Mid
14506,412,Mid
14520,214,Low
14527,423,High
14534,421,High
14543,431,High
14547,412,Mid
14556,444,High
14563,443,High
14577,443,High
14582,432,High
14590,414,High
14593,442,High
14598,424,High
14601,431,High
14611,211,Low
14634,433,High
14662,433,High
14685,411,Mid
14692,421,High
14697,413,High
14724,421,High
14749,412,Mid
14754,444,High
14769,433,High
14788,441,High
14793,411,Mid
14837,441,High
14845,412,Mid
14850,334,Mid
14865,433,High
14867,412,Mid
14877,444,High
14879,444,High
14894,413,High
14899,431,High
14913,444,High
14918,424,High
14929,412,Mid
14930,314,Mid
14935,431,High
14955,434,High
14995,413,High
15063,414,High
15078,431,High
15083,443,High
15086,432,High
15132,414,High
15135,412,Mid
15148,443,High
15165,442,High
15169,424,High
15171,411,Mid
15173,421,High
15184,433,High
15197,444,High
15214,434,High
15219,421,High
15239,443,High
15240,432,High
15250,434,High
15258,444,High
15264,433,High
15265,434,High
15274,441,High
15277,431,High
15315,411,Mid
15320,443,High
15343,411,Mid
15347,432,High
15350,434,High
15353,434,High
15354,443,High
15377,411,Mid
15381,411,Mid
15382,423,High
15387,424,High
15393,412,Mid
15400,411,Mid
15418,443,High
15424,422,High
15431,411,Mid
15438,432,High
15444,431,High
15454,423,High
15460,414,High
15468,442,High
15471,442,High
15483,424,High
15501,431,High
15515,423,High
15538,421,High
15550,433,High
15575,414,High
15585,434,High
15597,432,High
15613,432,High
15618,442,High
15629,422,High
15633,422,High
15663,444,High
15711,443,High
15717,434,High
15730,422,High
15737,334,Mid
15738,411,Mid
15788,424,High
15823,444,High
15829,441,High
15838,433,High
15867,334,Mid
15880,422,High
15896,443,High
15911,443,High
15929,443,High
15935,444,High
15938,424,High
15944,442,High
15952,422,High
15954,414,High
15964,413,High
15975,443,High
16004,424,High
16006,434,High
16007,444,High
16015,424,High
16016,443,High
16019,413,High
16020,422,High
16029,434,High
16034,443,High
16056,433,High
16066,432,High
16070,211,Low
16105,431,High
16128,434,High
16133,424,High
16141,433,High
16155,443,High
16183,411,Mid
16187,442,High
16192,412,Mid
16210,442,High
16213,321,Mid
16216,424,High
16246,433,High
16247,431,High
16249,441,High
16257,333,Mid
16272,423,High
16274,422,High
16275,443,High
16287,412,Mid
16291,442,High
16299,442,High
16306,423,High
16308,413,High
16318,444,High
16334,412,Mid
16338,411,Mid
16339,423,High
16357,431,High
16365,421,High
16367,422,High
16392,432,High
16401,444,High
16406,412,Mid
16414,423,High
16419,421,High
16425,423,High
16429,414,High
16444,413,High
16464,432,High
16468,422,High
16469,433,High
16475,422,High
16503,431,High
16506,444,High
16509,424,High
16523,413,High
16532,412,Mid
16539,414,High
16544,432,High
16546,423,High
16588,442,High
16601,422,High
16615,211,Low
16616,421,High
16634,424,High
16638,411,Mid
16647,311,Mid
16649,421,High
16652,411,Mid
16689,422,High
16698,434,High
16706,434,High
16709,441,High
16715,422,High
16731,443,High
16739,443,High
16751,441,High
16753,443,High
16779,433,High
16784,443,High
16801,421,High
16802,432,High
16817,442,High
16826,412,Mid
16834,431,High
16870,422,High
16882,311,Mid
16902,432,High
16907,424,High
16913,412,Mid
16918,443,High
16941,212,Low
16944,443,High
16952,424,High
16986,433,High
16993,441,High
16997,422,High
17004,431,High
17016,442,High
17025,431,High
17027,442,High
17034,441,High
17041,441,High
17052,441,High
17056,413,High
17057,424,High
17089,444,High
17098,411,Mid
17127,413,High
17130,421,High
17137,432,High
17143,412,Mid
17151,444,High
17155,433,High
17158,441,High
17161,431,High
17163,433,High
17169,434,High
17181,423,High
17185,432,High
17191,431,High
17195,413,High
17196,411,Mid
17210,311,Mid
17213,422,High
17225,434,High
17231,422,High
17243,411,Mid
17256,423,High
17259,424,High
17267,421,High
17276,433,High
17287,424,High
17291,424,High
17294,423,High
17311,423,High
17323,424,High
17328,442,High
17360,421,High
17379,434,High
17382,441,High
17383,321,Mid
17397,412,Mid
17398,444,High
17413,421,High
17419,444,High
17424,424,High
17427,411,Mid
17434,441,High
17443,433,High
17467,424,High
17469,413,High
17479,443,High
17487,431,High
17517,414,High
17526,442,High
17528,434,High
17539,421,High
17555,443,High
17569,411,Mid
17608,442,High
17613,424,High
17622,442,High
17624,442,High
17647,422,High
17662,444,High
17670,412,Mid
17679,211,Low
17682,421,High
17707,443,High
17717,442,High
17730,433,High
17735,421,High
17741,444,High
17744,442,High
17750,444,High
17756,434,High
17761,432,High
17763,442,High
17765,332,Mid
17769,442,High
17781,444,High
17794,421,High
17813,444,High
17830,412,Mid
17844,432,High
17857,443,High
17884,423,High
17905,411,Mid
17938,432,High
17946,443,High
17947,433,High
17977,411,Mid
18035,442,High
18041,422,High
18057,411,Mid
18061,433,High
18075,223,Low
18105,422,High
18107,323,Mid
18114,433,High
18116,414,High
18142,434,High
18153,443,High
18161,412,Mid
18164,433,High
18168,423,High
18179,423,High
18195,411,Mid
18199,442,High
18208,444,High
18219,444,High
18252,411,Mid
18328,414,High
18351,411,Mid
18353,411,Mid
18358,411,Mid
18364,214,Low
18365,424,High
18399,433,High
18402,434,High
18405,442,High
18430,412,Mid
18472,444,High
18488,444,High
18495,411,Mid
18520,434,High
18528,443,High
18538,422,High
18545,423,High
18555,442,High
18595,444,High
18602,444,High
18604,411,Mid
18634,443,High
18640,424,High
18648,413,High
18654,423,High
18666,441,High
18690,424,High
18732,431,High
18754,431,High
18758,442,High
18761,421,High
18788,432,High
18793,431,High
18802,414,High
18827,424,High
18834,413,High
18836,432,High
18840,431,High
18852,443,High
18858,222,Low
18860,444,High
18865,443,High
18881,441,High
18882,441,High
18909,431,High
18928,444,High
18945,434,High
18981,311,Mid
18986,434,High
18987,311,Mid
18993,412,Mid
19005,411,Mid
19014,422,High
19015,432,High
19027,434,High
19036,411,Mid
19071,433,High
19079,422,High
19093,422,High
19124,414,High
19131,414,High
19143,432,High
19147,412,Mid
19183,432,High
19185,421,High
19195,423,High
19206,434,High
19207,441,High
19212,432,High
19214,442,High
19236,412,Mid
19245,443,High
19255,424,High
19268,431,High
19305,424,High
19316,412,Mid
19322,444,High
19325,421,High
19327,432,High
19328,422,High
19369,431,High
19370,443,High
19388,424,High
19399,433,High
19407,412,Mid
19413,311,Mid
19425,214,Low
19429,442,High
19441,414,High
19481,434,High
19486,411,Mid
19489,414,High
19491,311,Mid
19519,442,High
19533,444,High
19545,442,High
19553,411,Mid
19561,431,High
19566,432,High
19570,432,High
19572,414,High
19589,414,High
19596,411,Mid
19608,432,High
19613,421,High
19633,433,High
19641,432,High
19668,411,Mid
19672,433,High
19676,431,High
19680,431,High
19744,441,High
19757,411,Mid
19758,443,High
19761,444,High
19785,434,High
19810,444,High
19816,442,High
19818,311,Mid
19841,442,High
19878,443,High
19884,442,High
19900,411,Mid
19907,421,High
19927,411,Mid
19928,444,High
19936,432,High
19947,441,High
19949,434,High
19950,443,High
19952,444,High
19954,414,High
19964,414,High
19990,412,Mid
19993,443,High
20003,433,High
20004,424,High
20005,441,High
20011,431,High
20017,444,High
20029,432,High
20050,414,High
20063,412,Mid
20076,433,High
20089,441,High
20099,432,High
20100,442,High
20130,421,High
20133,431,High
20145,411,Mid
20147,441,High
20148,423,High
20164,434,High
20186,412,Mid
20191,411,Mid
20197,424,High
20207,412,Mid
20251,444,High
20253,432,High
20304,441,High
20339,433,High
20381,423,High
20388,433,High
20424,432,High
20431,441,High
20434,431,High
20449,212,Low
20486,412,Mid
20500,411,Mid
20502,423,High
20505,442,High
20510,421,High
20514,411,Mid
20568,443,High
20575,433,High
20576,434,High
20577,421,High
20594,431,High
20597,433,High
20610,414,High
20639,424,High
20652,424,High
20661,433,High
20669,411,Mid
20710,434,High
20724,433,High
20725,411,Mid
20726,444,High
20729,431,High
20746,412,Mid
20755,422,High
20756,443,High
20757,424,High
20764,441,High
20769,412,Mid
20770,422,High
20772,441,High
20786,323,Mid
20790,412,Mid
20791,444,High
20801,443,High
20804,442,High
20815,434,High
20818,444,High
20823,433,High
20833,411,Mid
20840,432,High
20841,432,High
20847,434,High
20911,432,High
20912,432,High
20916,422,High
20921,433,High
20923,421,High
20952,433,High
20955,423,High
20957,444,High
20965,424,High
20980,421,High
20981,443,High
20984,443,High
21000,431,High
21006,444,High
21007,412,Mid
21015,424,High
21016,313,Mid
21021,413,High
21025,423,High
21066,441,High
21075,443,High
21087,434,High
21088,432,High
21101,444,High
21112,431,High
21153,431,High
21159,421,High
21164,443,High
21174,434,High
21177,412,Mid
21178,411,Mid
21206,434,High
21222,443,High
21230,433,High
21237,322,Mid
21278,421,High
21299,412,Mid
21321,443,High
21327,412,Mid
21353,432,High
21368,421,High
21370,212,Low
21382,424,High
21385,443,High
21389,414,High
21435,432,High
21496,443,High
21507,443,High
21515,422,High
21532,443,High
21555,432,High
21563,443,High
21568,422,High
21573,423,High
21575,424,High
21583,442,High
21586,422,High
21593,433,High
21603,442,High
21618,443,High
21631,431,High
21655,432,High
21667,442,High
21686,441,High
21718,411,Mid
21725,211,Low
21727,434,High
21772,414,High
21775,412,Mid
21781,412,Mid
21802,432,High
21822,424,High
21826,433,High
21835,423,High
21859,443,High
21887,411,Mid
21890,421,High
21920,443,High
21921,414,High
21922,443,High
21928,443,High
21937,442,High
21949,434,High
21960,433,High
21987,433,High
21992,423,High
22009,411,Mid
22016,421,High
22020,441,High
22021,421,High
22026,434,High
22033,442,High
22035,414,High
22044,432,High
22078,411,Mid
22085,421,High
22106,441,High
22121,443,High
22141,433,High
22148,421,High
22149,414,High
22181,434,High
22188,442,High
22222,424,High
22228,444,High
22229,432,High
22245,444,High
22253,431,High
22275,442,High
22291,442,High
22299,444,High
22305,421,High
22314,441,High
22315,432,High
22328,413,High
22336,443,High
22345,412,Mid
22351,421,High
22362,411,Mid
22368,413,High
22382,411,Mid
22418,444,High
22425,443,High
22429,413,High
22432,413,High
22482,311,Mid
22483,411,Mid
22503,322,Mid
22506,441,High
22520,441,High
22540,424,High
22554,421,High
22567,431,High
22598,433,High
22607,234,Low
22622,444,High
22627,414,High
22629,424,High
22683,214,Low
22725,443,High
22741,444,High
22749,443,High
22751,411,Mid
22778,414,High
22786,413,High
22814,442,High
22824,443,High
22828,421,High
22835,432,High
22848,414,High
22849,422,High
22861,442,High
22871,444,High
22873,432,High
22877,443,High
22884,423,High
22916,423,High
22917,441,High
22937,311,Mid
22950,432,High
22976,424,High
22984,432,High
22985,414,High
23000,441,High
23004,433,High
23007,421,High
23010,424,High
23019,442,High
23029,322,Mid
23047,414,High
23056,412,Mid
23067,232,Low
23076,444,High
23078,422,High
23086,442,High
23090,213,Low
23110,431,High
23119,422,High
23130,422,High
23145,444,High
23151,434,High
23162,412,Mid
23181,444,High
23185,422,High
23192,411,Mid
23229,422,High
23230,413,High
23234,443,High
23240,411,Mid
23265,434,High
23275,442,High
23290,433,High
23296,444,High
23298,414,High
23306,412,Mid
23311,412,Mid
23314,422,High
23329,422,High
23336,411,Mid
23348,414,High
23369,441,High
23387,432,High
23393,421,High
23425,434,High
23428,432,High
23437,413,High
23448,422,High
23456,424,High
23466,411,Mid
23479,422,High
23486,422,High
23502,443,High
23514,421,High
23521,441,High
23546,421,High
23561,444,High
23572,421,High
23579,422,High
23585,442,High
23590,414,High
23598,443,High
23607,421,High
23612,421,High
23613,424,High
23625,414,High
23637,433,High
23652,431,High
23671,434,High
23685,414,High
23700,313,Mid
23706,411,Mid
23714,444,High
23718,443,High
23727,442,High
23733,443,High
23740,422,High
23748,443,High
23754,422,High
23776,432,High
23782,414,High
23793,413,High
23805,413,High
23819,432,High
23824,432,High
23836,421,High
23839,434,High
23846,434,High
23849,431,High
23866,421,High
23872,433,High
23883,432,High
23896,431,High
23906,423,High
23907,421,High
23909,411,Mid
23936,412,Mid
23951,433,High
23958,422,High
23969,431,High
23970,443,High
23972,413,High
23978,431,High
23981,443,High
23982,442,High
23991,423,High
24009,441,High
24013,433,High
24024,412,Mid
24030,442,High
24032,413,High
24033,441,High
